marital_status,application_mode,application_order,course,attendance,prev_qualification,nationality,displaced,debtor,tuition,gender,scholarship,international,units_1_credited,units_1_enrolled,units_1_approved,units_1_grade,units_2_credited,units_2_enrolled,units_2_approved,units_2_grade,unemployment_rate,inflation_rate,gdp,target
1,39,1,9853,1,1,1,0,0,0,0,0,0,0,6,0,0,0,6,0,0,13,4,-2,Dropout
1,17,4,171,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1,2,Dropout
1,1,1,9070,1,1,1,1,0,1,1,0,0,0,6,6,12,0,6,6,12,9,1,4,Graduate
2,39,1,9991,0,1,1,0,0,1,0,0,0,0,5,2,12,0,5,4,12,9,-1,-3,Enrolled
1,43,1,9500,1,1,1,0,0,1,1,0,0,0,7,7,12,0,8,7,13,14,0,1,Graduate
1,1,1,171,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,-1,-3,Graduate
1,1,2,171,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,16,3,-4,Enrolled
1,1,1,9500,1,1,1,1,0,1,0,1,0,0,7,6,13,0,7,6,13,8,3,0,Graduate
1,1,1,9773,1,1,1,1,0,1,1,0,0,0,6,6,14,0,6,6,14,13,4,-2,Graduate
1,17,2,9500,1,1,1,1,0,1,0,0,0,0,7,7,14,0,8,8,14,11,1,2,Graduate
4,39,1,9254,1,1,1,0,1,1,0,0,0,4,10,5,12,2,8,0,0,13,4,-2,Dropout
1,39,1,9085,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,4,12,16,3,-4,Graduate
2,39,2,9991,0,1,1,1,0,1,1,0,0,0,4,0,0,0,5,0,0,13,4,-2,Dropout
2,39,1,9773,1,19,1,0,1,1,1,1,0,0,6,6,12,0,6,6,14,11,1,2,Graduate
1,42,1,9500,1,1,1,0,0,1,1,0,0,3,6,3,15,4,7,4,14,16,3,-4,Enrolled
1,17,1,9147,1,1,1,1,0,1,1,0,0,0,5,2,10,0,5,1,10,8,3,0,Dropout
2,7,1,9130,1,3,1,0,0,1,0,0,0,1,5,2,12,1,5,2,12,9,-1,-3,Dropout
1,10,1,9670,1,1,22,0,0,1,0,0,1,0,5,5,12,0,5,4,12,9,-1,-3,Graduate
1,1,4,9238,1,1,1,1,0,1,0,1,0,0,6,6,13,0,6,6,12,11,1,2,Graduate
1,1,5,9853,1,1,1,1,1,0,0,0,0,0,6,3,12,0,6,2,11,11,1,2,Dropout
2,57,1,9991,0,1,41,0,0,1,0,0,1,5,10,7,13,5,10,10,12,9,1,4,Graduate
1,1,1,9254,1,1,2,1,0,1,1,0,1,0,6,6,14,0,6,6,14,8,3,0,Graduate
1,1,3,9254,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,6,12,12,1,2,Graduate
1,44,1,9085,1,39,1,1,0,1,0,0,0,2,6,6,13,1,6,4,13,12,1,2,Graduate
1,1,2,9500,1,1,1,0,0,1,0,0,0,0,7,6,13,0,8,7,13,14,0,1,Graduate
1,1,2,9500,1,1,1,1,0,1,0,0,0,0,7,0,0,0,8,0,0,14,0,1,Dropout
1,17,2,9556,1,1,1,1,0,1,0,0,0,0,7,4,14,0,7,4,11,11,1,2,Dropout
1,17,4,9500,1,1,1,1,0,1,0,0,0,0,7,7,13,0,8,8,15,14,0,1,Graduate
1,1,4,9500,1,1,1,1,0,1,0,0,0,0,8,7,13,0,8,7,13,13,4,-2,Graduate
1,1,1,9238,1,1,1,0,0,1,0,0,0,0,6,4,11,0,6,5,11,16,3,-4,Graduate
1,17,1,9238,1,1,1,1,0,1,0,1,0,0,6,6,11,0,6,6,12,16,3,-4,Graduate
1,1,2,9773,1,1,1,1,0,1,0,0,0,0,5,2,10,0,1,0,0,13,4,-2,Dropout
1,1,6,9500,1,1,1,1,0,1,0,0,0,0,7,5,13,0,7,6,13,12,1,2,Enrolled
1,1,2,9556,1,1,1,1,0,1,0,1,0,0,7,7,12,0,8,8,14,16,0,-1,Graduate
1,1,1,9070,1,1,41,1,0,1,0,1,1,0,6,6,14,0,6,6,14,11,1,2,Graduate
1,53,1,9003,1,42,1,0,1,1,0,1,0,7,12,12,13,5,11,11,13,9,1,4,Graduate
1,44,1,9085,1,39,1,0,0,1,0,0,0,2,6,6,13,1,6,2,12,12,1,2,Enrolled
1,1,1,9147,1,1,1,1,0,1,0,1,0,0,5,5,13,0,5,4,11,9,-1,-3,Graduate
1,44,1,9085,1,39,1,0,1,0,0,0,0,1,6,4,13,1,6,5,12,16,0,-1,Dropout
1,17,6,9500,1,1,1,1,0,1,0,1,0,0,7,7,13,0,8,8,14,16,0,-1,Graduate
1,17,5,9556,1,1,1,1,0,1,0,1,0,0,7,7,13,0,8,8,13,11,1,2,Graduate
1,1,3,9500,1,1,1,1,0,1,0,0,0,0,8,7,13,0,8,7,13,13,4,-2,Graduate
1,1,1,9085,1,1,1,1,0,1,0,0,0,0,6,5,14,0,6,5,11,16,0,-1,Graduate
1,17,4,9147,1,1,1,1,0,1,0,0,0,0,5,5,13,0,5,5,13,9,1,4,Graduate
1,1,2,9853,1,1,1,1,0,1,0,1,0,0,6,6,14,0,6,6,15,16,3,-4,Graduate
1,1,5,9254,1,1,1,1,0,1,0,1,0,0,6,6,13,0,6,6,13,9,1,4,Graduate
1,17,5,9070,1,1,1,1,0,1,0,1,0,0,6,6,13,0,6,6,13,16,3,-4,Graduate
1,18,4,9853,1,1,1,1,0,1,0,0,0,0,6,5,13,0,6,5,11,16,3,-4,Enrolled
1,17,6,9147,1,1,1,1,0,0,1,0,0,0,5,3,10,0,5,3,12,9,-1,-3,Dropout
1,1,1,9670,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,6,12,9,1,4,Graduate
1,1,1,9500,1,1,1,1,0,1,0,0,0,0,7,6,13,0,7,6,13,8,3,0,Graduate
1,1,1,9670,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,5,14,16,3,-4,Graduate
1,1,3,9085,1,1,1,1,0,1,0,1,0,0,5,5,15,0,5,5,14,11,1,2,Graduate
1,1,1,9238,1,1,1,1,0,1,0,1,0,0,6,6,14,0,6,6,14,12,1,2,Graduate
1,17,2,9238,1,1,1,0,0,1,0,1,0,0,6,6,14,0,6,6,15,14,0,1,Graduate
1,1,4,9238,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,6,12,11,1,2,Graduate
1,17,1,9500,1,1,1,1,0,1,0,0,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,17,2,9500,1,1,1,1,0,1,0,0,0,0,7,7,13,0,8,7,13,14,0,1,Graduate
1,1,5,9500,1,1,1,1,0,1,0,1,0,0,7,6,14,0,7,6,14,8,3,0,Graduate
1,1,1,9500,1,1,1,0,0,1,0,1,0,0,8,7,12,0,8,7,12,13,4,-2,Graduate
1,1,1,9500,1,1,1,0,0,1,0,0,0,0,7,6,14,0,7,6,14,8,3,0,Graduate
1,1,2,9500,1,1,1,1,0,1,0,0,0,0,7,7,14,0,8,8,14,16,3,-4,Graduate
1,1,3,9773,1,1,1,1,0,1,0,0,0,0,6,6,15,0,6,6,15,14,0,1,Graduate
1,1,1,9773,1,1,1,0,0,1,0,1,0,0,6,6,14,0,6,6,13,11,1,2,Graduate
1,1,4,9773,1,1,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,13,4,-2,Dropout
1,7,1,8014,0,3,1,0,0,1,0,0,0,0,6,0,0,0,6,0,0,11,1,2,Dropout
1,17,1,9130,1,1,1,1,0,1,0,0,0,0,6,6,15,0,6,5,15,14,0,1,Dropout
1,1,3,9500,1,1,1,1,0,1,0,1,0,0,7,6,13,0,7,6,13,8,3,0,Graduate
1,39,1,9670,1,19,1,0,1,0,0,0,0,0,5,5,11,0,5,5,13,9,-1,-3,Dropout
1,1,5,9500,1,1,1,1,0,1,0,0,0,0,7,6,14,0,7,6,14,8,3,0,Graduate
5,1,3,9085,1,1,1,1,0,1,0,0,0,0,5,5,12,0,5,3,11,9,-1,-3,Enrolled
1,1,1,9500,1,1,1,0,0,1,0,0,0,0,8,7,16,0,8,7,16,13,4,-2,Graduate
1,1,1,9500,1,1,1,1,0,1,0,0,0,0,7,6,15,0,7,6,15,8,3,0,Graduate
1,17,1,9853,1,1,1,1,0,0,0,0,0,0,6,6,16,0,6,5,16,13,4,-2,Dropout
1,43,1,9130,1,1,1,0,0,1,0,0,0,10,17,14,13,7,12,12,13,16,3,-4,Graduate
1,7,1,9500,1,3,1,0,0,1,0,0,0,0,7,0,0,0,8,0,0,14,0,1,Dropout
1,1,2,9238,1,1,1,1,0,1,0,0,0,0,6,5,12,0,6,6,12,12,1,2,Graduate
1,18,1,9500,1,1,1,0,0,1,0,1,0,0,8,8,14,0,8,8,14,9,-1,-3,Graduate
1,17,2,9254,1,1,1,1,1,1,0,0,0,0,6,6,12,0,6,5,12,16,0,-1,Dropout
1,17,1,9773,1,1,1,0,0,1,0,0,0,0,6,5,12,0,6,5,12,16,3,-4,Enrolled
1,18,1,8014,0,1,1,0,1,1,0,0,0,0,6,4,11,0,6,4,12,16,0,-1,Graduate
1,1,6,9500,1,1,1,1,0,1,0,1,0,0,7,7,13,0,8,8,14,16,3,-4,Graduate
1,1,2,9773,1,1,1,1,0,0,0,0,0,0,6,4,12,0,6,3,11,8,3,0,Dropout
1,1,1,9238,1,1,1,0,0,1,0,1,0,0,6,6,12,0,6,6,14,16,0,-1,Graduate
1,43,1,9500,1,1,1,0,0,1,0,1,0,0,7,5,12,0,7,2,13,16,0,-1,Enrolled
1,16,1,9070,1,1,1,1,0,1,0,0,0,0,6,1,15,0,6,4,13,9,-1,-3,Enrolled
1,1,1,9773,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,5,13,9,-1,-3,Graduate
1,17,1,9085,1,1,1,1,0,1,0,0,0,0,5,2,12,0,5,3,12,11,1,2,Enrolled
1,44,1,9085,1,39,1,1,0,1,0,0,0,2,6,6,14,1,6,5,13,14,0,1,Graduate
1,44,3,9085,1,39,1,1,0,1,0,0,0,0,5,1,13,0,5,3,15,13,4,-2,Enrolled
1,17,1,9003,1,1,1,1,0,1,0,1,0,0,6,6,15,0,6,6,14,12,1,2,Graduate
1,1,2,9556,1,1,1,1,0,1,0,0,0,0,7,7,15,0,8,8,17,13,4,-2,Graduate
1,1,1,9238,1,1,1,1,1,1,0,0,0,0,6,6,11,0,6,6,12,11,1,2,Graduate
1,17,1,9853,1,1,1,1,0,1,0,0,0,0,6,5,11,0,6,4,11,11,1,2,Dropout
1,17,2,9670,1,1,1,1,0,1,0,0,0,0,6,0,0,0,6,0,0,9,1,4,Dropout
1,1,1,9238,1,1,1,0,0,1,0,0,0,0,6,6,12,0,6,6,12,12,1,2,Graduate
1,1,5,9500,1,1,1,1,0,1,0,0,0,0,8,8,13,0,8,8,13,9,-1,-3,Dropout
1,1,4,9773,1,1,11,1,0,1,0,0,1,0,6,6,13,0,6,5,14,8,3,0,Graduate
1,17,1,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,2,Enrolled
1,17,1,9085,1,1,1,1,1,0,0,1,0,0,6,2,13,0,6,0,0,16,3,-4,Dropout
1,1,1,9147,1,1,1,0,1,1,0,0,0,0,5,5,11,0,5,4,12,14,0,1,Graduate
1,1,1,9147,1,1,1,1,0,1,0,1,0,0,5,5,13,0,5,5,12,9,-1,-3,Graduate
1,17,3,9238,1,1,1,1,0,1,0,0,0,0,6,5,11,0,6,0,0,16,0,-1,Dropout
1,1,1,171,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,Graduate
1,43,1,9254,1,1,1,0,0,1,0,1,0,0,6,0,0,0,6,1,10,11,1,2,Dropout
1,17,2,9500,1,1,1,1,0,1,0,1,0,0,7,6,14,0,8,8,14,16,0,-1,Dropout
1,1,3,9500,1,1,1,1,0,0,0,0,0,0,8,6,13,0,8,6,13,9,-1,-3,Dropout
1,1,1,171,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11,1,2,Dropout
1,1,1,9070,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,6,13,11,1,2,Graduate
1,1,1,9085,1,1,1,0,0,1,0,0,0,0,6,6,12,0,6,4,13,11,1,2,Enrolled
1,1,1,9238,1,1,1,0,0,1,0,1,0,0,6,6,12,0,6,6,12,16,0,-1,Graduate
1,1,2,9147,1,1,1,1,0,1,0,0,0,0,5,3,11,0,5,5,12,8,3,0,Graduate
1,17,5,9500,1,1,1,1,0,1,0,1,0,0,7,7,14,0,8,8,13,16,0,-1,Graduate
1,1,3,9500,1,1,1,1,0,1,0,0,0,0,8,7,14,0,8,7,14,13,4,-2,Graduate
1,39,1,9254,1,1,1,0,1,1,0,0,0,0,6,0,0,0,6,0,0,16,3,-4,Dropout
1,17,5,9070,1,1,1,1,0,0,0,0,0,0,6,4,12,0,6,6,12,8,3,0,Graduate
1,1,5,9773,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,6,13,9,1,4,Graduate
1,17,2,9556,1,1,1,1,0,1,0,1,0,0,7,7,12,0,8,8,14,16,3,-4,Graduate
1,1,1,9147,1,1,1,0,1,0,0,1,0,0,5,2,13,0,5,2,12,9,-1,-3,Dropout
1,17,5,9500,1,1,1,1,0,1,0,0,0,0,7,7,12,0,8,7,13,14,0,1,Enrolled
1,17,4,9085,1,1,1,1,0,1,0,0,0,0,5,2,14,0,5,5,11,11,1,2,Graduate
1,17,1,9238,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,6,13,11,1,2,Graduate
1,1,2,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,4,-2,Graduate
2,39,1,8014,0,12,1,0,0,1,0,0,0,0,6,6,12,0,6,6,14,11,1,2,Graduate
1,17,1,9130,1,1,1,1,1,0,0,0,0,0,6,5,12,0,6,5,14,9,1,4,Enrolled
1,1,1,9070,1,1,1,0,0,1,0,1,0,0,6,5,13,0,6,6,13,16,3,-4,Graduate
1,1,6,9254,1,1,1,1,0,1,0,0,0,0,6,6,12,0,6,4,13,9,1,4,Graduate
1,10,1,9085,1,1,1,1,0,1,0,0,0,0,5,5,14,0,5,5,15,11,1,2,Graduate
1,1,1,9238,1,1,1,0,0,1,0,1,0,0,6,6,12,0,6,6,14,16,0,-1,Graduate
1,1,1,9853,1,1,1,1,0,1,0,0,0,0,7,7,14,0,7,7,13,11,1,2,Graduate
1,44,1,9085,1,39,1,1,0,1,0,0,0,1,6,3,12,1,6,5,12,12,1,2,Enrolled
1,1,4,9500,1,1,1,1,0,1,0,0,0,0,7,7,14,0,8,8,13,16,3,-4,Graduate
1,42,1,9238,1,1,1,0,0,1,0,0,0,10,13,11,13,6,11,9,13,8,3,0,Graduate
1,1,1,9070,1,1,1,1,0,1,0,0,0,0,6,6,15,0,6,6,15,9,1,4,Graduate
1,1,1,9500,1,1,1,0,0,1,0,1,0,0,7,7,15,0,8,8,15,16,3,-4,Graduate
1,17,2,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,-1,-3,Enrolled
1,44,1,9085,1,39,1,1,0,1,0,0,0,1,6,6,15,1,6,6,13,16,0,-1,Graduate
1,1,2,9853,1,1,1,0,0,1,0,0,0,0,6,5,13,0,6,5,14,9,-1,-3,Graduate
1,17,4,9254,1,1,1,1,0,1,0,1,0,0,6,2,11,0,6,3,10,8,3,0,Dropout
1,1,4,9500,1,1,1,0,0,1,0,1,0,0,8,7,15,0,8,7,15,11,1,2,Graduate
1,17,2,9670,1,1,1,1,1,0,0,0,0,0,5,3,12,0,5,4,11,8,3,0,Dropout
1,17,1,9238,1,1,1,0,0,1,0,0,0,0,6,0,0,0,5,0,0,9,1,4,Dropout
1,17,4,9500,1,1,1,1,0,1,0,0,0,0,7,6,14,0,8,7,14,12,1,2,Graduate
1,1,2,9773,1,1,1,1,0,1,0,0,0,0,6,6,15,0,6,6,15,13,4,-2,Graduate
1,44,1,9238,1,39,1,1,0,1,0,0,0,3,6,6,13,2,6,6,14,12,1,2,Graduate
1,17,1,9500,1,1,1,1,0,1,0,1,0,0,8,7,15,0,8,7,15,11,1,2,Graduate
1,1,6,9147,1,1,1,1,0,1,0,0,0,0,5,4,12,0,5,5,11,11,1,2,Graduate
1,18,2,9500,1,1,1,1,0,1,0,0,0,0,7,7,12,0,8,8,13,16,0,-1,Graduate
1,17,1,9670,1,1,1,1,0,1,0,0,0,0,6,6,16,0,6,6,17,16,0,-1,Graduate
1,1,5,9500,1,1,1,1,0,1,0,0,0,0,8,7,14,0,8,7,14,13,4,-2,Graduate
1,44,1,9085,1,39,1,0,0,1,0,0,0,2,6,6,13,0,6,6,12,14,0,1,Graduate
2,7,1,9070,1,43,1,0,0,1,0,0,0,0,6,6,15,0,6,3,11,11,1,2,Graduate
1,1,1,9085,1,1,1,0,1,0,0,0,0,0,5,1,13,0,5,0,0,8,3,0,Dropout
1,43,1,9238,1,1,1,0,0,1,0,1,0,8,11,11,12,6,11,11,13,14,0,1,Graduate
1,1,1,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,-1,-3,Graduate
1,1,4,9070,1,1,1,1,0,1,0,0,0,0,6,6,15,0,6,6,14,16,3,-4,Graduate
1,43,1,8014,0,6,1,0,1,1,0,0,0,1,6,4,12,1,6,2,11,8,3,0,Dropout
1,17,1,9500,1,1,1,0,0,1,0,0,0,0,7,7,14,0,8,8,15,16,0,-1,Graduate
1,1,3,9773,1,1,1,1,0,1,0,0,0,0,6,6,13,0,6,6,13,9,-1,-3,Graduate
1,17,1,171,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3,-4,Dropout
1,17,1,9238,1,1,1,0,0,1,0,1,0,0,6,5,11,0,6,6,11,12,1,2,Graduate
1,43,1,9500,1,1,1,0,0,1,0,1,0,0,7,6,14,0,8,8,13,16,0,-1,Graduate
1,42,1,9853,1,1,1,0,0,1,0,0,0,6,14,12,12,5,12,10,13,11,1,2,Dropout
1,17,2,9238,1,1,1,1,0,1,0,0,0,0,6,1,12,0,6,2,11,8,3,0,Enrolled
1,17,1,9254,1,1,1,1,0,1,0,1,0,0,6,4,12,0,6,3,12,9,-1,-3,Graduate
1,1,1,9070,1,1,1,0,0,1,0,1,0,1,6,6,12,0,6,5,11,14,0,1,Enrolled
1,1,6,9500,1,1,1,1,0,1,0,1,0,0,8,8,13,0,8,8,13,9,-1,-3,Graduate
1,17,1,9254,1,1,1,0,0,1,0,1,0,0,6,6,11,0,6,3,13,9,-1,-3,Graduate
1,17,4,9773,1,1,1,0,1,1,1,0,0,0,6,5,12,0,6,6,12,13,4,-2,Dropout
1,17,1,171,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,8,3,0,Enrolled
1,1,6,9500,1,1,1,1,0,1,1,0,0,0,7,0,0,0,8,0,0,16,0,-1,Dropout
1,39,1,9003,1,1,1,0,1,0,1,0,0,0,6,5,16,0,6,4,16,9,1,4,Dropout
1,17,1,9119,1,1,1,0,0,1,1,0,0,0,5,3,11,0,5,3,11,16,0,-1,Enrolled
1,1,1,171,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,14,0,1,Graduate
1,1,2,9773,1,1,1,1,0,1,1,1,0,0,6,4,12,0,6,6,12,16,3,-4,Enrolled
1,17,2,9147,1,1,1,1,0,1,1,0,0,0,5,2,11,0,5,4,12,11,1,2,Enrolled
1,43,1,9070,1,1,1,1,0,1,1,0,0,3,6,3,12,1,6,4,10,14,0,1,Enrolled
1,1,3,9147,1,1,1,1,0,1,1,0,0,0,5,3,11,0,5,2,10,13,4,-2,Dropout
1,39,2,9556,1,1,1,0,0,1,1,0,0,0,7,0,0,0,7,0,0,11,1,2,Dropout
1,39,1,8014,0,1,1,1,1,0,1,0,0,0,6,4,13,0,6,0,0,12,1,2,Dropout
1,39,1,9500,1,1,1,0,0,1,1,0,0,0,7,7,11,0,8,2,13,16,3,-4,Graduate
1,17,2,9254,1,1,1,1,0,1,1,0,0,0,6,5,11,0,6,4,13,16,3,-4,Graduate
2,7,1,171,1,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,3,0,Dropout
1,5,2,9070,1,1,1,1,0,1,1,0,0,0,6,5,13,0,6,5,12,16,0,-1,Graduate
1,44,1,9119,1,39,1,0,0,1,1,1,0,3,7,6,14,1,6,6,14,12,1,2,Enrolled
1,1,5,9147,1,1,1,1,0,0,1,0,0,0,5,0,0,0,5,0,0,11,1,2,Dropout
1,43,1,9147,1,1,1,0,0,1,1,0,0,0,5,0,0,0,5,3,13,16,0,-1,Enrolled
1,17,2,9147,1,1,1,1,0,1,1,1,0,0,5,3,12,0,5,3,11,11,1,2,Enrolled
1,1,5,9773,1,1,1,1,1,0,1,0,0,0,6,0,0,0,6,0,0,11,1,2,Dropout
1,1,3,9500,1,1,1,1,0,1,1,0,0,0,8,7,13,0,8,7,13,13,4,-2,Graduate
1,1,1,9070,1,1,1,1,0,1,1,0,0,0,6,6,14,0,6,6,13,9,-1,-3,Graduate
1,1,1,9119,1,1,1,0,0,1,1,0,0,0,5,5,10,0,5,3,12,11,1,2,Enrolled
1,1,1,9238,1,1,1,0,0,1,1,0,0,0,6,5,12,0,6,3,13,16,0,-1,Dropout
1,44,1,9003,1,39,1,1,1,1,1,0,0,0,6,6,15,0,6,6,15,12,1,2,Graduate
1,1,2,9773,1,1,1,0,0,1,1,0,0,0,6,5,13,6,10,8,11,9,1,4,Enrolled
1,18,2,9556,1,1,1,0,0,1,1,0,0,0,7,6,13,0,7,4,14,9,1,4,Graduate
1,16,2,9147,1,1,1,1,0,1,1,0,0,0,5,5,12,0,5,3,11,11,1,2,Dropout
1,7,1,9773,1,43,1,0,0,1,1,0,0,0,6,6,15,0,6,6,14,11,1,2,Graduate
1,1,1,9070,1,1,1,1,0,1,1,0,0,0,6,6,15,0,6,6,15,13,4,-2,Graduate
1,39,1,9500,1,1,1,0,0,1,1,0,0,0,8,7,13,0,8,7,13,13,4,-2,Graduate
1,1,2,9500,1,1,1,1,0,1,1,0,0,0,7,7,12,0,8,7,13,14,0,1,Graduate
1,43,1,9119,1,1,1,0,0,1,1,0,0,0,5,4,12,0,5,3,12,14,0,1,Enrolled
1,17,1,171,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,-1,-3,Dropout
1,1,2,9500,1,1,1,1,0,1,1,1,0,0,8,7,15,0,8,7,15,11,1,2,Graduate
1,43,3,9254,1,1,1,1,0,1,1,0,0,1,6,2,11,0,6,4,10,8,3,0,Dropout
1,1,1,9670,1,1,1,1,0,1,1,0,0,0,6,5,13,0,6,5,13,12,1,2,Graduate
1,43,1,9003,1,1,1,0,1,1,1,0,0,0,6,0,0,0,6,0,0,16,3,-4,Dropout
2,39,1,9773,1,1,1,0,0,1,1,0,0,0,6,5,14,0,6,4,14,13,4,-2,Dropout
1,1,1,9070,1,1,1,0,0,1,1,0,0,0,6,6,12,0,6,4,11,16,0,-1,Graduate
1,1,4,171,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1,2,Graduate
1,1,1,171,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,16,0,-1,Dropout
1,43,1,9147,1,1,1,0,0,1,1,0,0,0,5,2,10,0,5,0,0,16,3,-4,Dropout
1,43,1,9254,1,6,1,1,0,1,1,0,0,0,6,4,12,0,6,3,12,8,3,0,Dropout
1,17,2,9254,1,1,1,0,0,1,1,1,0,0,6,3,11,0,6,4,12,16,3,-4,Enrolled
1,1,1,171,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,12,1,2,Graduate
1,1,1,9254,1,1,1,0,0,1,1,0,0,0,6,4,13,0,6,2,13,11,1,2,Enrolled
1,39,1,9254,1,19,1,0,1,0,1,0,0,0,6,0,0,0,6,0,0,16,0,-1,Dropout
1,39,1,9130,1,1,1,0,0,1,1,0,0,0,6,6,11,0,6,3,11,16,0,-1,Enrolled
1,39,1,9085,1,12,1,1,1,0,1,0,0,0,6,0,0,0,6,0,0,9,1,4,Enrolled
1,39,1,9254,1,1,1,0,0,1,1,0,0,0,6,6,13,0,6,5,12,14,0,1,Graduate
2,39,1,9991,0,1,1,0,0,1,1,0,0,0,5,4,11,0,5,3,11,8,3,0,Enrolled
1,43,1,9119,1,1,1,0,0,1,1,0,0,0,5,5,12,0,5,2,11,14,0,1,Enrolled
1,17,4,9500,1,1,1,1,0,1,1,1,0,0,7,7,13,0,8,8,14,11,1,2,Graduate
1,39,1,9254,1,19,1,0,0,1,1,0,0,0,6,3,10,0,6,1,10,8,3,0,Dropout
1,17,4,9238,1,1,1,1,0,1,1,0,0,0,6,6,12,0,6,6,14,9,1,4,Graduate
1,17,1,9500,1,1,1,0,0,1,1,1,0,0,7,6,13,0,7,6,12,16,3,-4,Enrolled
1,43,2,9500,1,1,1,0,0,1,1,1,0,0,8,0,0,0,8,0,0,9,-1,-3,Enrolled
1,44,1,9119,1,1,1,1,1,0,1,0,0,0,5,0,0,0,5,0,0,14,0,1,Dropout
1,1,1,9130,1,1,1,1,0,1,1,0,0,0,5,5,14,0,5,4,13,11,1,2,Graduate
1,44,1,9238,1,39,1,0,0,1,1,0,0,3,6,6,12,2,6,2,14,14,0,1,Dropout
1,16,1,171,1,1,1,1,0,1,1,0,0,9,13,10,11,5,11,7,12,12,1,2,Dropout
1,7,1,9085,1,40,1,0,1,1,1,0,0,8,13,8,14,5,11,5,14,11,1,2,Dropout
1,39,1,9119,1,12,1,0,0,0,1,0,0,0,5,0,0,0,5,0,0,11,1,2,Dropout
1,39,1,9991,0,1,1,0,0,0,1,0,0,0,5,2,11,0,5,0,0,13,4,-2,Dropout
1,39,1,9254,1,1,1,0,0,1,1,0,0,0,6,6,14,0,6,5,14,16,0,-1,Dropout
1,7,1,33,1,40,1,1,1,0,1,0,0,18,21,21,12,12,16,12,12,11,1,2,Dropout
1,44,1,9003,1,39,1,0,0,1,1,0,0,1,7,3,11,0,6,2,12,16,3,-4,Enrolled
1,7,1,9070,1,3,1,0,0,1,1,0,0,0,6,2,12,0,6,3,13,13,4,-2,Dropout
2,39,1,8014,0,19,1,0,0,1,1,0,0,1,7,7,13,0,6,6,13,13,4,-2,Graduate
1,1,2,9670,1,1,1,0,0,1,1,1,0,0,6,6,13,0,6,6,13,11,1,2,Enrolled
1,43,1,9147,1,1,1,0,0,1,1,0,0,0,5,0,0,0,5,2,12,16,3,-4,Dropout
1,1,1,9254,1,1,1,0,0,1,1,0,0,0,6,2,14,0,6,0,0,16,3,-4,Dropout
1,39,1,9003,1,1,1,0,1,0,1,0,0,5,11,11,15,5,10,10,15,11,1,2,Dropout
1,1,1,9853,1,1,1,1,0,1,1,0,0,0,6,5,12,0,6,5,12,8,3,0,Enrolled
1,18,1,9085,1,1,1,0,0,0,1,0,0,0,6,5,14,0,6,4,15,11,1,2,Enrolled
1,7,1,9003,1,3,1,0,0,1,1,0,0,2,6,2,14,1,6,1,13,16,3,-4,Dropout
1,1,4,9147,1,1,1,1,0,1,1,0,0,0,5,0,0,0,5,0,0,12,1,2,Dropout
1,43,1,9500,1,1,1,0,0,1,1,0,0,0,7,4,13,0,7,3,11,16,0,-1,Dropout
2,39,1,9991,0,1,1,0,0,1,1,0,0,0,5,0,0,0,5,0,0,16,0,-1,Dropout
2,7,1,9991,0,3,1,1,0,0,1,0,0,0,5,0,0,0,5,0,0,8,3,0,Dropout
1,17,2,9070,1,1,1,1,0,1,1,1,0,0,6,6,13,0,6,5,13,9,-1,-3,Graduate
2,39,1,9991,0,19,1,0,0,1,1,0,0,0,5,3,11,0,5,5,11,14,0,1,Dropout
2,1,4,8014,0,1,1,1,0,1,1,0,0,0,6,0,0,0,6,0,0,9,-1,-3,Dropout
